PassengerId,Survived,SibSp,Parch,Isfemale,Age_fill,Fare_fill,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3
170,0,0,0.0,0,0.9477352534522223,1.754298694603186,0,0,1,0,0,1
171,0,0,0.0,0,2.081718696669167,1.0402367303269753,0,0,1,1,0,0
172,0,4,2.6205882352941177,0,0.12302002202171705,0.9043849185305419,0,1,0,0,0,1
173,1,1,2.6205882352941177,1,0.019930618092903883,0.3457094802910243,0,0,1,0,0,1
174,0,0,0.0,0,0.7071933109516583,0.24608585336839636,0,0,1,0,0,1
175,0,0,0.0,0,1.9099030234544785,0.9531611530379333,1,0,0,1,0,0
176,0,1,2.6205882352941177,0,0.6041039070228451,0.24388738290549636,0,0,1,0,0,1
177,0,3,2.6205882352941177,0,0.1917462913075925,0.7907879623945665,0,0,1,0,0,1
178,0,0,0.0,1,1.7037242155968522,0.8915760334183067,1,0,0,1,0,0
179,0,0,0.0,0,1.0164615227380978,0.40367395505225906,0,0,1,0,1,0
180,0,0,0.0,0,1.222640330595724,0.0,0,0,1,0,0,1
181,0,8,5.241176470588235,1,1.2913665998815995,2.159655659529586,0,0,1,0,0,1
182,0,0,0.0,0,1.0508246573810356,0.46733023257973066,1,0,0,0,1,0
183,0,4,5.241176470588235,0,0.2948356952364057,0.9746397126309831,0,0,1,0,0,1
184,1,2,2.6205882352941177,0,0.019930618092903883,1.2110218651567772,0,0,1,0,1,0
185,1,0,5.241176470588235,1,0.12302002202171705,0.6839168353866157,0,0,1,0,0,1
186,0,0,0.0,0,0.7759195802375337,1.552592134816381,0,0,1,1,0,0
187,1,1,0.0,1,0.8102827148804714,0.4813035617930781,0,1,0,0,0,1
188,1,0,0.0,0,1.5319085423821637,0.8244264235874983,0,0,1,1,0,0
189,0,1,2.6205882352941177,0,1.360092869167475,0.4813035617930781,0,1,0,0,0,1
190,0,0,0.0,0,1.222640330595724,0.24517913956166362,0,0,1,0,0,1
191,1,0,0.0,1,1.0851877920239732,0.40367395505225906,0,0,1,0,1,0
192,0,0,0.0,0,0.6384670416657828,0.40367395505225906,0,0,1,0,1,0
193,1,1,0.0,1,0.6384670416657828,0.24388738290549636,0,0,1,0,0,1
194,1,1,2.6205882352941177,0,0.08865688737877933,0.8073479101045181,0,0,1,0,1,0
195,1,0,0.0,1,1.4975454077392258,0.8607819210163586,1,0,0,1,0,0
196,1,0,0.0,1,1.978629292740354,4.54974083334008,1,0,0,1,0,0
197,0,0,0.0,0,1.119550926666911,0.24065178089653905,0,1,0,0,0,1
198,0,0,2.6205882352941177,0,1.4288191384533504,0.26096589638847656,0,0,1,0,0,1
199,1,0,0.0,1,1.119550926666911,0.24065178089653905,0,1,0,0,0,1
200,0,0,0.0,1,0.8102827148804714,0.40367395505225906,0,0,1,0,1,0
201,0,0,0.0,0,0.9477352534522223,0.29499250561511237,0,0,1,0,0,1
202,0,8,5.241176470588235,0,1.0164615227380978,2.159655659529586,0,0,1,0,0,1
203,0,0,0.0,0,1.1539140613098486,0.20170655978680493,0,0,1,0,0,1
204,0,0,0.0,0,1.5490901097036325,0.22434956348096705,1,0,0,0,0,1
205,1,0,0.0,0,0.6041039070228451,0.24996733370543736,0,0,1,0,0,1
206,0,0,2.6205882352941177,1,0.054293752735841604,0.3248799042103277,0,0,1,0,0,1
207,0,1,0.0,0,1.0851877920239732,0.4921717067367927,0,0,1,0,0,1
208,1,0,0.0,0,0.8790089841663469,0.5833864946572552,1,0,0,0,0,1
209,1,0,0.0,1,0.5353776377369698,0.24065178089653905,0,1,0,0,0,1
210,1,0,0.0,0,1.360092869167475,0.9626071235861562,1,0,0,1,0,0
211,0,0,0.0,0,0.8102827148804714,0.2189154910091097,0,0,1,0,0,1
212,1,0,0.0,1,1.1882771959527865,0.6520886966228799,0,0,1,0,1,0
213,0,0,0.0,0,0.741556445594596,0.22512585954837525,0,0,1,0,0,1
214,0,0,0.0,0,1.0164615227380978,0.40367395505225906,0,0,1,0,1,0
215,0,1,0.0,0,1.222640330595724,0.24065178089653905,0,1,0,0,0,1
216,1,1,0.0,1,1.0508246573810356,3.517397481426511,1,0,0,1,0,0
217,1,0,0.0,1,0.9133721188092846,0.24608585336839636,0,0,1,0,0,1
218,0,1,0.0,0,1.4288191384533504,0.8383997528008457,0,0,1,0,1,0
219,1,0,0.0,1,1.0851877920239732,2.368997867435418,1,0,0,1,0,0
220,0,0,0.0,0,1.0164615227380978,0.32604434831143997,0,0,1,0,1,0
221,1,0,0.0,0,0.5353776377369698,0.24996733370543736,0,0,1,0,0,1
222,0,0,0.0,0,0.9133721188092846,0.40367395505225906,0,0,1,0,1,0
223,0,0,0.0,0,1.73808735023979,0.24996733370543736,0,0,1,0,0,1
224,0,0,0.0,0,0.7759195802375337,0.24517913956166362,0,0,1,0,0,1
225,1,1,0.0,0,1.2913665998815995,2.7946658426694855,0,0,1,1,0,0
226,0,0,0.0,0,0.741556445594596,0.2903347292106632,0,0,1,0,0,1
227,1,0,0.0,0,0.6384670416657828,0.32604434831143997,0,0,1,0,1,0
228,0,0,0.0,0,0.6900117436301895,0.22512585954837525,0,0,1,0,0,1
229,0,0,0.0,0,0.6041039070228451,0.40367395505225906,0,0,1,0,1,0
230,0,3,2.6205882352941177,1,1.1539140613098486,0.7907879623945665,0,0,1,0,0,1
231,1,1,0.0,1,1.1882771959527865,2.592052569075948,0,0,1,1,0,0
232,0,0,0.0,0,0.98209838809516,0.24142807696394725,0,0,1,0,0,1
233,0,0,0.0,0,2.0129924273832915,0.41919987640042283,0,0,1,0,1,0
234,1,4,5.241176470588235,1,0.15738315666465477,0.9746397126309831,0,0,1,0,0,1
235,0,0,0.0,0,0.8102827148804714,0.32604434831143997,0,0,1,0,1,0
236,0,0,0.0,1,0.8790089841663469,0.2344414123572735,0,0,1,0,0,1
237,0,1,0.0,0,1.4975454077392258,0.8073479101045181,0,0,1,0,1,0
238,1,0,5.241176470588235,1,0.26047256059346796,0.8151108707786,0,0,1,0,1,0
239,0,0,0.0,0,0.6384670416657828,0.32604434831143997,0,0,1,0,1,0
240,0,0,0.0,0,1.119550926666911,0.38116136909742154,0,0,1,0,1,0
241,0,1,0.0,1,0.98209838809516,0.4488295447012587,1,0,0,0,0,1
242,1,1,0.0,1,1.4631822730962882,0.4813035617930781,0,1,0,0,0,1
243,0,0,0.0,0,0.98209838809516,0.32604434831143997,0,0,1,0,1,0
244,0,0,0.0,0,0.741556445594596,0.22124437921133427,0,0,1,0,0,1
245,0,0,0.0,0,1.0164615227380978,0.22434956348096705,1,0,0,0,0,1
246,0,2,0.0,0,1.4975454077392258,2.7946658426694855,0,1,0,1,0,0
247,0,0,0.0,1,0.8446458495234092,0.24142807696394725,0,0,1,0,0,1
248,1,0,5.241176470588235,1,0.8102827148804714,0.4502517190967505,0,0,1,0,1,0
249,1,1,2.6205882352941177,0,1.257003465238662,1.631904751431341,0,0,1,1,0,0
250,0,1,0.0,0,1.841176754168603,0.8073479101045181,0,0,1,0,1,0
251,0,0,0.0,0,1.360092869167475,0.22512585954837525,0,0,1,0,0,1
252,0,1,2.6205882352941177,1,0.98209838809516,0.3248799042103277,0,0,1,0,0,1
253,0,0,0.0,0,2.116081831312105,0.8244264235874983,0,0,1,1,0,0
254,0,1,0.0,0,1.0164615227380978,0.4999346674108747,0,0,1,0,0,1
255,0,0,5.241176470588235,1,1.3944560038104128,0.6276353704995219,0,0,1,0,0,1
256,1,0,5.241176470588235,1,0.98209838809516,0.47341018337967156,1,0,0,0,0,1
257,1,0,0.0,1,0.6728301763087206,2.4593059415491476,1,0,0,1,0,0
258,1,0,0.0,1,1.0164615227380978,2.685984393232339,0,0,1,1,0,0
259,1,0,0.0,1,1.1882771959527865,15.908765727135373,1,0,0,1,0,0
260,1,0,2.6205882352941177,1,1.7037242155968522,0.8073479101045181,0,0,1,0,1,0
261,0,0,0.0,0,0.9477352534522223,0.24065178089653905,0,1,0,0,0,1
262,1,4,5.241176470588235,0,0.08865688737877933,0.9746397126309831,0,0,1,0,0,1
263,0,1,2.6205882352941177,0,1.7724504848827276,2.473279270762495,0,0,1,1,0,0
264,0,0,0.0,0,1.360092869167475,0.0,0,0,1,1,0,0
265,0,0,0.0,1,0.8102827148804714,0.24065178089653905,0,1,0,0,0,1
266,0,0,0.0,0,1.222640330595724,0.32604434831143997,0,0,1,0,1,0
267,0,4,2.6205882352941177,0,0.5353776377369698,1.2323700070105024,0,0,1,0,0,1
268,1,1,0.0,0,0.8446458495234092,0.24142807696394725,0,0,1,0,0,1
269,1,0,2.6205882352941177,1,1.978629292740354,4.765293409785177,0,0,1,1,0,0
270,1,0,0.0,1,1.1882771959527865,4.211663895983812,0,0,1,1,0,0
271,0,0,0.0,0,1.360092869167475,0.9626071235861562,0,0,1,1,0,0
272,1,0,0.0,0,0.8446458495234092,0.0,0,0,1,0,0,1
273,1,0,2.6205882352941177,1,1.3944560038104128,0.6055109325783886,0,0,1,0,1,0
274,0,0,2.6205882352941177,0,1.257003465238662,0.9222397280809302,1,0,0,1,0,0
275,1,0,0.0,1,1.1882771959527865,0.24065178089653905,0,1,0,0,0,1
276,1,1,0.0,1,2.150444965955043,2.420748868473117,0,0,1,1,0,0
277,0,0,0.0,1,1.5319085423821637,0.24065178089653905,0,0,1,0,0,1
278,0,0,0.0,0,0.9477352534522223,0.0,0,0,1,0,1,0
279,0,4,2.6205882352941177,0,0.2261094259505302,0.9043849185305419,0,1,0,0,0,1
280,1,1,2.6205882352941177,1,1.1882771959527865,0.6287998146006343,0,0,1,0,0,1
281,0,0,0.0,0,2.219171235240918,0.24065178089653905,0,1,0,0,0,1
282,0,0,0.0,0,0.9477352534522223,0.24388738290549636,0,0,1,0,0,1
283,0,0,0.0,0,0.5353776377369698,0.29499250561511237,0,0,1,0,0,1
284,1,0,0.0,0,0.6384670416657828,0.24996733370543736,0,0,1,0,0,1
285,0,0,0.0,0,0.5697407723799074,0.8073479101045181,0,0,1,1,0,0
286,0,0,0.0,0,1.119550926666911,0.268986587356938,1,0,0,0,0,1
287,1,0,0.0,0,1.0164615227380978,0.29499250561511237,0,0,1,0,0,1
288,0,0,0.0,0,0.741556445594596,0.24517913956166362,0,0,1,0,0,1
289,1,0,0.0,0,1.4288191384533504,0.40367395505225906,0,0,1,0,1,0
290,1,0,0.0,1,0.741556445594596,0.24065178089653905,0,1,0,0,0,1
291,1,0,0.0,1,0.8790089841663469,2.4484377966054325,0,0,1,1,0,0
292,1,1,0.0,1,0.6384670416657828,2.8281769913073624,1,0,0,1,0,0
293,0,0,0.0,0,1.222640330595724,0.3997924747152181,1,0,0,0,1,0
294,0,0,0.0,1,0.8102827148804714,0.2748088078624994,0,0,1,0,0,1
295,0,0,0.0,0,0.8102827148804714,0.24517913956166362,0,0,1,0,0,1
296,0,0,0.0,0,1.0508246573810356,0.8607819210163586,1,0,0,1,0,0
297,0,0,0.0,0,0.7931011475590026,0.2244799812202916,1,0,0,0,0,1
298,0,1,5.241176470588235,1,0.054293752735841604,4.705906760628451,0,0,1,1,0,0
299,1,0,0.0,0,1.2913665998815995,0.9470812022379924,0,0,1,1,0,0
300,1,0,2.6205882352941177,1,1.7037242155968522,7.68597694566917,1,0,0,1,0,0
301,1,0,0.0,1,1.0508246573810356,0.24065178089653905,0,1,0,0,0,1
302,1,2,0.0,0,1.1882771959527865,0.7219553426896171,0,1,0,0,0,1
303,0,0,0.0,0,0.6384670416657828,0.0,0,0,1,0,0,1
304,1,0,0.0,1,0.501014503094032,0.3834902572996461,0,1,0,0,1,0
305,0,0,0.0,0,1.0164615227380978,0.24996733370543736,0,0,1,0,0,1
306,1,1,5.241176470588235,0,0.01718156732146886,4.705906760628451,0,0,1,1,0,0
307,1,0,0.0,1,1.3944560038104128,3.4431307892497043,1,0,0,1,0,0
308,1,1,0.0,1,0.5697407723799074,3.3815456696300776,1,0,0,1,0,0
309,0,1,0.0,0,1.0164615227380978,0.7452442247118628,1,0,0,0,1,0
310,1,0,0.0,1,1.0164615227380978,1.7677565632277743,1,0,0,1,0,0
311,1,0,0.0,1,0.8102827148804714,2.582218450494021,1,0,0,1,0,0
312,1,2,5.241176470588235,1,0.6041039070228451,8.147227227448958,1,0,0,1,0,0
313,0,1,2.6205882352941177,1,0.8790089841663469,0.8073479101045181,0,0,1,0,1,0
314,0,0,0.0,0,0.9477352534522223,0.24517913956166362,0,0,1,0,0,1
315,0,1,2.6205882352941177,0,1.4631822730962882,0.8151108707786,0,0,1,0,1,0
316,1,0,0.0,1,0.8790089841663469,0.24388738290549636,0,0,1,0,0,1
317,1,1,0.0,1,0.8102827148804714,0.8073479101045181,0,0,1,0,1,0
318,0,0,0.0,0,1.841176754168603,0.43472579774858666,0,0,1,0,1,0
319,1,0,5.241176470588235,1,1.0508246573810356,5.119414834262637,0,0,1,1,0,0
320,1,1,2.6205882352941177,1,1.360092869167475,4.176472842656064,1,0,0,1,0,0
321,0,0,0.0,0,0.741556445594596,0.22512585954837525,0,0,1,0,0,1
322,0,0,0.0,0,0.9133721188092846,0.24517913956166362,0,0,1,0,0,1
323,1,0,0.0,1,1.0164615227380978,0.3834902572996461,0,1,0,0,1,0
324,1,1,2.6205882352941177,1,0.741556445594596,0.900503438193501,0,0,1,0,1,0
